id,label
109078,1
111849,0
111126,1
103276,0
110392,0
112099,0
101135,1
106852,1
102954,0
104156,0
107929,0
106258,0
103923,0
102588,1
111871,0
107857,0
112687,0
103316,0
107245,0
109059,0
101446,0
110753,0
103126,0
110941,0
106300,0
104317,0
108102,0
100351,0
103974,0
112652,1
109992,0
104857,1
101420,0
108473,0
109149,0
106158,0
103237,1
110699,0
110134,0
106553,1
112863,0
103436,0
100403,0
101302,1
112354,1
105699,0
111914,0
110784,0
112817,1
101530,0
112654,0
105635,0
103037,1
109827,0
106476,0
110698,0
104222,0
103411,1
107340,1
106772,0
101879,1
107376,0
111034,0
103658,1
107832,0
101730,1
100984,1
109734,1
105251,0
107827,0
102762,0
104530,1
111892,0
112292,1
102390,1
102251,1
109602,0
104277,1
102924,0
111128,0
111889,0
109052,1
106299,1
101091,0
101192,0
106777,1
103679,0
103859,1
105864,0
103980,1
105640,1
100220,0
109535,1
101607,0
108843,1
105212,1
102066,1
110385,1
106535,0
106798,1
108764,0
111788,0
100193,0
106374,0
105917,1
101794,1
100871,0
103926,0
101460,0
101428,1
108092,1
109752,1
109468,1
110297,1
112894,0
107471,1
101848,1
103868,0
111250,1
109819,1
103278,0
110381,1
108983,1
105751,1
102225,1
104590,0
103987,1
102651,1
109613,1
102198,1
101362,1
101982,1
108752,1
101961,1
107444,1
101311,1
112046,0
107837,1
112964,1
102211,1
104558,0
111527,1
100542,0
105063,1
100775,0
100583,1
109617,1
109889,1
107020,1
111086,1
111779,1
105958,1
106072,0
106345,1
108396,0
104705,1
101547,0
103823,1
112585,0
104380,1
111148,1
104773,1
108589,0
101811,1
103091,0
104477,1
112525,1
105663,0
103515,0
111490,0
104174,0
102450,0
109444,0
100315,0
112664,1
110022,0
100062,0
101198,0
103676,0
108226,1
100250,1
100007,0
112684,1
105673,0
106954,0
103181,0
103404,0
112769,1
100075,0
110087,1
102463,0
103295,1
106797,1
111897,0
102790,0
112815,0
112012,0
101599,0
107398,0
104330,0
100781,0
105999,1
103207,1
108010,0
107464,1
102354,0
101182,1
111907,0
108339,0
104949,1
101336,0
105113,1
104422,1
109487,0
109290,1
105651,1
103060,1
108779,0
110096,0
109690,0
110062,0
108847,1
107521,0
104271,0
110103,0
108920,0
112640,0
105181,0
112857,0
101810,1
106719,0
103434,0
110608,1
104361,0
102482,0
102079,1
111291,1
108717,0
112553,0
110969,0
103225,1
111107,0
110610,1
110989,1
101317,0
103427,1
106909,1
108570,1
112521,1
110469,1
112786,0
107960,0
102618,1
112865,1
102331,1
112148,1
106467,0
102360,0
111390,0
109765,1
112116,1
111596,1
112145,1
111555,0
112542,1
110076,1
103236,0
113027,1
103227,1
102553,1
102082,1
105067,0
111804,0
107298,1
109753,0
101666,0
109427,0
106721,1
110681,1
103719,0
107553,0
105174,1
112551,0
105776,1
100535,0
100770,1
109681,0
104678,0
102408,0
105741,1
111035,0
111830,0
100959,0
110429,1
112475,0
109387,0
108480,1
106169,0
100265,0
101363,1
101270,1
109173,1
105088,0
111486,1
110327,0
106275,1
106837,0
105935,1
101828,0
109683,1
102752,0
103152,1
101727,0
109213,0
106201,0
112324,0
104595,1
105306,1
101601,1
103656,0
111551,0
107862,0
103745,1
111403,0
105017,0
100292,0
109002,0
112787,0
103541,1
100009,0
102033,0
100397,0
109845,0
109386,0
103716,1
100232,1
110121,0
100023,0
105260,0
105614,0
108604,0
108095,1
106188,0
106297,0
110465,0
101597,0
106278,0
112421,1
109079,1
111384,1
108797,0
108868,0
111879,0
107191,1
104181,1
106729,1
111181,0
106179,1
109449,1
112328,0
104651,0
112197,0
104959,1
100756,0
108038,1
101224,1
100348,0
102663,0
110706,0
111948,1
103899,1
100918,0
107683,0
104598,0
107841,1
112885,1
101103,0
104684,0
100213,0
106752,0
100891,0
110999,0
108922,1
108146,0
112074,1
102242,0
107842,1
110334,0
110727,1
107367,0
102064,0
101852,0
105570,0
112458,1
102647,1
104474,0
112953,1
106916,0
104802,0
108014,1
102946,0
103047,1
100845,1
104162,1
110050,0
111881,0
105792,1
112179,1
112212,1
102577,0
103071,0
104640,1
109001,0
104266,1
107371,1
111463,1
111029,0
104160,1
111660,0
112839,1
109653,1
108173,0
107530,0
103839,0
104208,1
101619,1
110854,0
112777,1
101654,1
110303,1
107414,1
104351,1
112115,0
107221,1
101833,1
108492,1
105197,1
101481,0
108854,1
107000,0
109482,0
107017,1
108891,1
112288,1
105527,1
106506,1
104599,0
107374,1
103834,1
112911,0
101849,0
103400,0
109537,1
104092,0
108941,1
112590,0
110122,1
108059,0
109039,0
103506,1
104956,1
102601,1
101755,0
108811,1
109655,1
104805,1
105010,0
101325,0
107810,1
107189,1
107698,1
102928,1
107372,1
102407,1
112305,1
103377,1
101529,1
109090,1
112947,0
109964,0
112679,1
110925,1
101015,1
112265,1
110317,1
112709,0
100608,0
111197,1
107320,1
110246,1
109251,1
103452,1
108441,0
110080,1
112870,1
104716,1
111441,1
110688,1
110495,1
100096,0
100989,0
103633,1
106357,0
107657,0
100725,0
107210,1
104521,1
111791,0
102376,1
108827,0
106084,1
107796,1
106640,0
102951,1
104682,1
107386,0
108213,0
101443,1
112268,0
104639,1
100584,0
107037,1
109426,1
104409,0
107566,1
101732,1
101413,1
109176,0
102352,1
107481,1
109239,1
100123,1
110375,0
104721,0
106483,0
110535,0
109272,0
102947,0
105432,0
102336,0
110029,1
111675,1
104215,0
100511,0
100729,1
106561,1
102419,1
103111,0
105586,1
107171,0
101756,0
105820,0
108105,0
101831,1
106830,1
105901,1
108063,1
108086,0
109931,0
101744,0
112516,1
112959,1
103124,1
109296,1
101012,1
108865,1
108411,0
112832,1
105110,0
110475,0
105207,1
110542,1
107224,1
108446,0
103001,0
109024,1
110166,1
100517,0
108635,1
110756,1
109775,0
110837,1
110649,1
108559,0
104519,1
106303,0
109123,0
100632,1
107250,1
102062,1
106427,0
103979,1
100141,1
100956,0
107557,1
112136,1
104414,1
109398,1
105313,0
107732,1
100518,1
109664,1
107348,1
110872,1
110193,1
103062,1
104095,1
100839,1
100679,0
103808,1
104689,1
102205,1
105716,0
109008,0
100912,1
102233,1
111171,1
104952,1
101036,1
103840,1
104688,0
102600,1
102998,0
100837,0
105423,1
110731,1
110032,1
104738,1
100648,1
106583,1
103628,0
108799,1
109243,1
106111,1
112632,0
105602,1
101969,1
102089,1
110461,0
100432,1
101802,1
110000,1
100610,0
109549,1
108252,0
110505,0
101316,0
112287,1
101720,1
102073,0
111337,0
103824,1
104993,1
107356,0
105052,1
112466,0
106298,0
112188,0
112286,1
112878,0
104822,0
100667,0
101283,0
109004,1
103185,0
105290,1
111799,1
109023,1
110664,0
103453,0
108946,0
108515,0
104425,1
100428,1
111615,0
104515,0
110060,1
107337,0
103421,1
101150,1
109985,1
106214,0
107213,0
103648,1
107335,0
107285,1
102311,1
103511,0
103315,1
101252,1
101110,0
106090,1
110466,0
110306,1
102019,1
106053,0
108093,0
100864,0
107956,0
109979,1
107637,0
110887,0
109621,0
105127,0
111417,0
108725,1
100748,1
100037,0
112432,1
108765,0
103330,0
108413,0
111854,0
109714,1
102356,0
106631,1
112716,0
108484,0
103220,0
102286,0
111589,0
105280,0
109998,0
109689,0
110621,0
111558,0
104341,1
110486,0
103723,0
101119,1
100314,0
107697,1
107064,0
105736,0
108111,1
111811,0
107642,0
103492,0
108359,1
108652,0
104547,0
108981,0
106720,0
102515,0
106045,0
101647,0
101450,0
100223,0
102815,1
110091,0
109981,1
103444,0
109676,1
107754,0
108616,1
104654,0
103827,0
111388,1
106548,0
106645,0
109542,0
108669,0
105156,1
101975,0
108747,0
104373,0
108999,0
105475,0
100761,1
102629,0
110098,0
110150,1
109634,0
103755,0
104793,0
100106,0
100657,1
101883,1
102038,0
110973,1
101919,0
110369,1
101068,1
100552,0
101390,1
110370,0
107055,0
112973,1
112622,1
102447,0
104618,1
107685,0
111212,0
109777,0
104018,1
110978,1
103208,0
106829,0
110207,0
102317,0
110738,1
100101,0
104484,0
110139,0
103920,1
112568,1
102902,1
105824,1
107572,0
102504,1
111724,0
108524,0
107815,1
110915,0
111395,0
105811,0
109922,1
102668,1
104016,1
102039,0
100576,0
111233,1
101571,0
111351,0
108862,0
105859,1
107302,0
106508,0
110950,0
110661,0
102429,1
111383,0
104896,0
103024,0
110135,1
106902,1
104707,0
102639,1
113002,0
102107,0
110271,1
107505,1
105448,1
103667,0
112661,0
105148,0
102851,0
110278,1
112462,0
108701,1
108859,1
112348,1
104389,1
112598,1
112105,1
108457,1
112468,1
104535,1
110928,0
105402,0
109498,1
112529,1
101347,1
106526,0
102657,1
106245,1
101559,1
109014,1
101333,0
104946,0
104433,0
107220,1
105916,1
112967,0
101063,1
103415,1
108282,1
105245,1
106029,1
108025,0
106266,1
104428,0
105269,1
111658,1
110254,1
107355,1
102773,0
112171,1
108415,1
101220,0
109237,0
102161,1
110141,1
107692,1
111929,1
106847,1
100654,1
109198,0
105945,1
100803,0
105227,1
107610,0
102259,1
101885,0
104772,1
110311,0
105329,1
105133,0
109464,1
109157,0
102896,1
102394,1
102328,1
104323,1
100203,1
101787,1
109624,1
102385,1
106557,1
100842,0
108593,1
105548,1
104362,1
111965,1
100673,1
111285,1
101028,0
108449,1
105169,1
111225,1
102736,1
108294,1
101580,0
112337,1
101306,1
102130,0
108210,1
107483,1
110421,1
101382,1
112368,0
101191,1
102197,1
112100,1
103435,1
106459,1
100424,1
111801,1
105922,0
103600,1
102615,1
103272,0
102069,1
107469,1
110219,1
109314,0
107799,0
109547,0
105386,0
101516,0
103793,0
112851,0
103791,1
109513,0
106904,1
105476,1
111466,1
101061,1
111444,1
109638,0
104791,0
108462,1
100242,0
100762,1
100024,0
100149,0
100435,0
101895,1
109920,1
111566,1
111173,1
104031,1
108130,1
108198,1
102490,1
102531,1
108114,1
108910,1
109107,0
100175,1
108704,1
105563,0
106969,1
103245,1
103854,1
104862,0
110102,0
107742,1
100494,0
100026,1
104741,0
107461,1
106485,0
112770,1
105315,1
106256,0
106987,0
107050,1
108137,0
104102,0
104432,0
109894,0
105338,0
110690,0
106659,0
109207,0
106511,1
103634,1
106499,1
106771,0
104481,0
100745,1
106108,0
109225,1
111346,1
102649,1
105385,0
106136,0
104831,0
101285,1
101742,1
105770,1
100071,0
111105,1
109505,1
104622,1
107434,1
105721,1
100053,0
109991,1
107886,0
107552,0
107707,0
109897,1
101492,1
110414,1
101071,0
106696,0
110991,1
109046,1
105363,0
109733,1
103994,0
107775,1
103112,1
104864,1
112106,0
100621,1
110001,0
108655,1
104871,0
106600,0
107063,1
106028,0
100505,0
109308,0
103344,0
111777,0
112239,0
112774,0
111459,0
102196,0
112549,1
111117,1
102232,0
109462,1
101693,0
109829,1
110772,1
112920,0
107991,0
103727,0
100312,0
106047,0
105578,1
111755,0
111494,1
105969,0
103135,1
102802,0
100226,0
100879,1
106606,0
102156,0
107327,1
103147,0
101082,0
111835,0
108081,1
105115,1
104816,0
111296,0
106955,0
101076,1
105889,1
100502,0
111043,0
102838,1
100644,0
107005,1
112600,0
112102,1
109453,1
107170,0
101976,0
100207,1
101014,0
104567,0
102368,1
102008,0
110877,0
110537,1
106091,0
103449,0
109789,1
111175,1
110801,0
101184,0
100310,0
106399,1
108329,1
105493,1
112700,1
101244,0
101673,0
107734,0
107655,1
107136,1
104840,1
103176,0
110809,0
107936,1
104951,1
101470,0
105211,1
110689,1
105504,0
100486,0
112612,0
109818,0
101209,0
103182,1
106382,1
101189,0
111110,0
107539,0
110536,0
103068,1
111930,1
107979,1
111934,0
107844,0
106636,1
111646,0
112467,1
106398,0
105229,0
102811,1
111740,0
102475,0
102435,0
100266,1
108893,0
103620,1
100306,0
109771,1
107149,0
101429,0
102822,0
101570,0
112513,0
112822,0
101265,1
101583,0
107816,0
109626,0
108275,0
112090,0
110931,1
100221,1
102666,1
101178,0
109593,0
107787,0
106329,0
101253,1
111728,0
111593,1
101070,0
102216,1
100797,0
108966,0
106543,0
100682,1
100084,1
112657,0
110800,1
102605,1
104977,1
105020,1
103844,0
100816,1
100571,1
109263,1
105980,0
106174,1
107911,1
111559,1
110820,1
104006,0
100367,0
100346,0
101606,1
101501,0
111873,1
102307,0
101458,0
104552,0
102200,0
112867,1
100032,0
103306,0
110613,0
110402,0
104916,0
105918,1
103778,1
112473,0
109962,1
108064,1
105788,0
112162,0
111418,1
111577,1
108163,1
109700,0
110575,0
101586,0
111183,0
101826,1
108367,1
103361,1
104212,1
103902,0
105495,0
100138,1
102745,0
100474,1
104057,1
104325,0
103592,1
105328,0
100740,1
105139,0
107599,1
107590,1
105000,1
106716,1
108744,0
105874,1
105547,0
103787,0
101328,1
111864,0
108638,0
108992,0
108203,0
102127,0
108373,1
110406,0
112080,0
107452,1
105446,0
103935,1
107357,1
105685,1
110363,1
102203,0
103955,1
105790,1
100093,0
101980,1
100404,1
102878,1
103804,0
106792,1
100844,0
111152,0
110622,0
103984,1
109309,0
107029,1
103872,0
107567,1
107425,1
103049,1
105048,1
102832,0
103683,1
104930,0
106597,0
100489,1
108613,0
102346,1
105911,1
107382,1
105123,1
109499,0
112327,1
111164,0
111629,0
108721,0
110685,1
105844,0
111815,1
107077,1
105924,1
103726,1
107152,1
107091,1
110245,0
110446,0
104675,1
106594,1
110697,1
112611,1
104153,1
101078,1
107494,1
107044,1
103438,0
102000,1
103177,1
103210,1
101773,1
102854,0
109451,0
104728,0
104462,1
107128,1
110804,1
103812,0
109305,1
104957,0
110522,1
102941,1
110582,1
106472,1
110040,0
107430,1
111695,0
102972,1
109953,1
103605,0
111994,1
100274,1
104360,1
107920,1
106949,1
110570,1
102132,1
105523,1
100660,1
100669,1
108113,0
110647,0
110342,0
112465,1
107957,0
107740,1
100513,1
108349,1
105984,1
104041,1
101840,1
111633,1
108309,0
110920,0
110541,0
109652,1
104029,0
108423,0
100941,1
100128,1
108530,0
100562,1
109848,0
102500,1
100080,0
103080,0
111240,0
103770,1
109659,1
103801,0
111865,1
104213,0
112800,0
104915,0
102186,1
101108,0
104649,1
104023,1
104198,0
107164,0
104983,0
102454,0
108212,1
103621,1
111501,1
109415,1
105510,0
100392,0
109670,1
110768,0
109085,0
102986,0
111267,0
103414,1
100641,1
112068,0
109163,1
103228,0
103342,0
100515,0
104482,1
111318,0
100662,0
103674,0
112557,0
113032,1
107151,0
102199,0
104089,0
107122,0
110670,0
111758,0
107139,0
108521,0
112364,0
106683,0
101391,0
108769,0
100219,1
102182,0
108310,0
101804,1
104606,0
107664,0
106992,0
107441,0
102638,0
104850,0
111330,0
101366,1
111478,0
111266,0
107569,0
109310,0
101155,0
112196,0
108412,0
110930,0
112139,1
106735,0
112078,0
100279,0
105623,0
106241,0
111780,0
112971,0
109928,0
112358,0
104892,0
105391,1
101346,1
110384,0
107793,0
109637,0
103540,1
108543,1
106943,0
110201,0
112933,1
112804,0
104201,1
102548,0
110157,0
107581,1
107016,1
102133,1
101069,0
106811,0
105431,0
101990,0
110186,1
107183,1
111776,0
110116,0
110838,1
109369,0
110668,1
104446,0
111404,0
112744,1
102952,1
107427,1
108098,1
103200,0
100158,1
101245,1
105576,0
103784,1
111018,0
112319,1
110391,1
112625,1
112126,0
104104,0
110715,0
107182,0
106013,0
103907,1
100743,0
100327,0
108048,0
111060,1
101104,0
110994,0
104623,1
100539,0
104338,1
103758,1
108431,0
104155,1
106092,1
108301,0
108045,1
108249,1
112675,0
109995,0
112299,0
101777,1
107417,0
100276,0
111607,1
109500,0
103297,0
104078,1
111807,1
107548,0
100168,1
103783,1
102301,1
112195,0
104379,1
100381,1
110142,1
100446,1
108324,0
104511,1
103313,1
102410,0
108099,0
109485,0
110099,0
101427,0
107849,0
112323,0
102357,1
102431,1
101259,0
100150,1
104121,1
102581,1
111996,0
102295,1
103166,1
103271,0
101393,0
105307,1
103441,1
101484,0
110015,1
103426,0
109029,1
105587,0
107223,0
112052,1
102192,1
105301,0
111771,0
106615,1
108740,0
107288,0
100950,0
107826,0
111874,0
108377,1
110378,1
107474,1
111415,1
107115,1
110856,1
103136,1
106655,1
103397,1
110958,1
100613,0
100713,1
108828,0
103134,0
105120,0
105789,1
102814,0
100921,0
101109,1
103855,1
105268,0
102013,0
105886,0
102858,0
101422,0
112404,0
108493,1
103487,0
104234,0
107485,1
100533,1
101651,0
108403,0
106055,0
105361,1
100605,0
105926,0
111053,1
101262,1
110709,0
104776,0
105064,0
109779,0
105477,0
100249,0
105858,0
104232,0
104642,1
102650,1
100855,0
105661,0
108602,0
100878,1
111635,0
104934,1
100899,1
104453,1
105761,0
105186,0
111332,0
107385,0
107105,0
106504,0
108159,0
111493,0
107864,0
111880,1
109076,0
100672,0
105217,0
104708,0
104412,1
102658,0
107919,0
108135,0
108566,0
103360,0
112365,0
112511,0
110472,0
102380,1
106087,1
107256,0
101046,1
110792,0
104961,1
105906,0
104902,1
105764,0
108948,0
106778,1
112579,0
102006,0
107014,0
102927,0
106574,0
109056,1
112273,1
103905,1
112766,0
102898,0
101891,0
103752,1
102547,1
102292,0
107061,1
108371,1
102585,1
109467,1
102754,0
111872,1
105739,1
111442,0
110129,0
101019,0
101625,0
104580,1
109128,1
103561,0
112234,1
109766,1
103697,1
112721,1
112149,0
102070,0
102636,1
112849,1
110884,1
105040,1
111508,1
103259,0
101892,0
110817,0
100751,1
110624,1
105524,1
100127,1
103574,1
103066,1
100971,1
100708,0
109277,1
111038,1
100370,1
109278,0
107225,1
102685,1
102837,1
107771,0
105633,1
101541,0
109660,1
106908,0
107178,1
103941,1
100822,0
101364,0
112199,0
104030,1
107561,0
110090,0
102313,0
101626,0
106628,0
112030,0
101471,0
105910,1
109254,0
107053,0
100861,0
112430,0
107197,0
110657,0
110788,1
112701,1
103829,0
100691,0
109210,0
103764,0
101297,0
111972,1
104269,0
108733,0
111411,0
105942,0
112489,0
103425,1
112312,1
108605,0
109739,0
108079,1
105832,0
104137,1
110366,0
108199,0
105802,1
111012,0
106232,1
110292,0
101350,0
110745,0
111923,0
101157,0
103119,1
104718,1
105825,1
107040,1
109117,1
104118,0
106365,1
105443,0
111859,1
100588,0
109561,0
101372,0
102565,1
110203,0
111074,1
112345,1
111423,0
108776,0
105225,0
105265,1
105214,1
107448,1
105164,0
107533,0
109788,0
111497,1
108519,1
107751,0
105686,1
105620,1
112308,0
105960,0
109348,1
112020,0
110890,1
107856,0
100914,1
100825,1
107206,1
109924,0
112923,0
103401,0
109810,1
112495,1
109834,0
100981,0
102110,1
106856,0
101963,1
103925,1
104804,0
100343,1
106652,1
111532,0
103978,0
107253,0
101237,1
100856,1
106002,0
103019,1
104743,0
103041,1
103461,1
104911,1
109963,1
100104,1
110645,1
105003,0
104158,0
111209,1
102702,1
110859,1
106917,1
101017,1
108115,0
104069,0
106456,1
110603,0
111094,1
109569,1
103976,0
112083,0
102774,1
100674,1
113017,1
110221,1
103268,1
103713,1
103327,0
111377,1
112218,1
100994,0
109557,1
109209,1
108692,1
107304,1
100522,1
111884,1
100952,1
102144,0
105932,0
102383,1
107625,0
107324,0
103348,0
102401,1
101546,0
101125,1
104286,1
109987,0
112452,1
107871,1
100303,1
112381,0
111447,0
107439,1
102170,0
112915,1
111639,1
100827,1
106839,1
102813,1
102890,1
106759,1
111355,0
102329,0
105293,0
101551,0
108504,0
110241,0
105288,0
106021,0
108379,0
110588,1
105422,0
103277,1
109150,0
104819,0
112636,1
110845,1
110528,0
112692,1
102656,1
105033,0
110981,0
100409,1
102820,0
101901,1
102058,1
109773,1
111236,0
102756,1
110456,1
108798,0
109242,0
112131,0
101419,0
102626,1
110559,1
110614,0
104002,0
101324,1
108141,1
105531,0
103636,0
103996,0
106726,0
107678,0
105553,1
110492,1
102825,0
100054,0
103911,0
108323,0
101569,0
109694,1
100965,0
104297,0
103206,1
109989,1
107549,0
102021,0
108538,0
101396,1
112742,0
111618,1
109635,0
107028,0
106462,0
103981,0
106378,0
108472,0
106956,0
105104,0
108645,0
103951,0
105575,0
108164,0
104020,0
110599,0
102514,0
110065,0
106032,1
106965,0
113012,1
106150,0
109745,0
110309,0
110220,1
106097,0
100109,0
110825,0
106025,0
109503,0
102620,0
103318,0
109289,0
108313,0
108448,0
105180,0
102893,0
107292,0
106968,0
104703,1
111316,0
111986,0
107623,0
109122,1
103917,0
105035,0
109564,0
111895,0
108314,1
108260,0
107603,0
107865,1
104758,1
112724,1
109328,0
110341,1
104049,0
104308,0
103429,0
103098,0
107046,1
108263,1
